53,"2021-04-10,01:15",20.30,88.90,-,0.00,371.189,0,24.75,-
53,"2021-04-10,02:15",20.20,88.20,-,0.00,372.92,0,24.56,-
53,"2021-04-10,03:15",20.10,86.70,-,0.00,371.189,0,24.43,-
53,"2021-04-10,04:15",19.90,86.10,-,0.00,372.92,0,24.25,-
53,"2021-04-10,05:15",19.60,87.00,-,5.00,372.92,0,24.12,-
53,"2021-04-10,06:45",19.50,86.40,-,5.00,372.92,0,23.87,-
53,"2021-04-10,07:15",19.50,87.30,-,0.00,372.92,0,23.81,-
53,"2021-04-10,08:45",23.30,77.20,-,0.00,385.455,0,23.75,-
53,"2021-04-10,09:15",26.00,67.70,-,0.00,385.479,0,24.00,-
53,"2021-04-10,09:30",27.50,62.40,-,2.50,385.479,0,24.06,-
53,"2021-04-10,10:15",25.60,69.90,-,0.00,385.479,0,24.56,-
53,"2021-04-10,11:15",28.40,62.40,-,0.00,385.505,0,25.18,-
53,"2021-04-10,12:15",0.00,55.80,-,5.00,385.53,0,25.93,-
53,"2021-04-10,12:30",29.40,56.90,-,0.00,383.67,0,26.37,-
53,"2021-04-10,13:15",28.40,60.30,-,7.50,385.53,0,27.00,-
53,"2021-04-10,14:15",28.9,50.90,-,7.50,385.53,0,28.06,-
53,"2021-04-10,15:15",28.10,53.30,-,5.00,387.407,0,28.43,-
53,"2021-04-10,16:45",28.10,55.00,-,2.50,385.556,0,28.43,-
53,"2021-04-10,17:00",29.10,53.20,-,2.50,385.556,0,28.43,-
53,"2021-04-10,17:15",27.80,55.70,-,2.50,387.407,0,28.31,-
53,"2021-04-10,18:15",-,-,-,0.00,385.479,0,27.68,-
53,"2021-04-10,18:30",-,-,-,0.00,385.479,0,27.68,-
53,"2021-04-10,19:15",-,-,-,0.00,385.455,0,27.06,-
53,"2021-04-10,19:30",-,-,-,0.00,387.306,0,27.00,-
53,"2021-04-10,20:15",-,-,-,0.00,387.306,0,26.50,-
53,"2021-04-10,21:15",-,-,-,0.00,385.455,0,26.00,-
53,"2021-04-10,21:30",-,-,-,2.50,385.455,0,26.00,-
53,"2021-04-10,22:45",-,-,-,0.00,387.306,0,25.56,-
53,"2021-04-10,23:15",-,-,-,5.00,426.0,0,25.50,-
53,"2021-04-10,23:45",-,-,-,0.00,387.306,0,25.31,-
53,"2021-04-11,00:15",-,-,-,2.50,385.455,0,25.18,-
53,"2021-04-11,00:45",-,-,-,0.00,385.455,0,25.06,-
53,"2021-04-11,01:00",-,-,-,5.00,385.455,0,25.06,-
53,"2021-04-11,01:45",-,-,-,0.00,383.62,0,24.93,-
53,"2021-04-11,02:00",-,-,-,0.00,383.62,0,24.93,-
53,"2021-04-11,02:15",-,-,-,0.00,383.62,0,24.87,-
53,"2021-04-11,03:45",-,-,-,2.50,380.0,0,24.56,-
53,"2021-04-11,04:00",-,-,-,0.00,380.0,0,24.50,-
53,"2021-04-11,04:15",-,-,-,0.00,372.952,0,24.37,-
53,"2021-04-11,04:30",-,-,-,0.00,372.952,0,24.37,-
53,"2021-04-11,05:15",-,-,-,0.00,366.147,0,24.25,-
53,"2021-04-11,05:30",-,-,-,0.00,367.826,0,24.25,-
53,"2021-04-11,06:15",-,-,-,0.00,367.826,0,24.18,-
53,"2021-04-11,06:30",-,-,-,5.00,367.826,0,24.18,-
53,"2021-04-11,07:15",-,-,-,0.00,369.52,0,24.06,-
53,"2021-04-11,07:30",-,-,-,0.00,369.52,0,24.06,-
53,"2021-04-11,08:15",22.70,85.50,-,0.00,372.952,0,24.06,-
53,"2021-04-11,08:30",22.70,85.40,-,0.00,374.69,0,24.06,-
53,"2021-04-11,09:15",25.30,74.60,-,2.50,374.69,0,24.25,-
53,"2021-04-11,09:30",23.70,79.50,-,5.00,372.92,0,24.25,-
53,"2021-04-11,10:15",24.50,76.10,-,2.50,374.69,0,24.75,-
53,"2021-04-11,10:30",24.60,75.10,-,10.00,374.69,0,24.75,-
53,"2021-04-11,11:15",27.00,67.10,-,10.00,372.92,0,25.31,-
53,"2021-04-11,11:30",25.90,69.30,-,7.50,372.92,0,25.31,-
53,"2021-04-11,12:15",26.80,70.40,-,2.50,62.23,0,26.31,-
53,"2021-04-11,12:30",28.00,67.40,-,2.50,372.92,0,26.43,-
53,"2021-04-11,13:15",28.50,61.90,-,5.00,372.889,0,27.62,-
53,"2021-04-11,13:30",28.90,57.70,-,5.00,372.889,0,27.68,-
53,"2021-04-11,13:45",28.00,58.70,-,5.00,372.889,0,28.00,-
53,"2021-04-11,14:15",28.80,59.10,-,5.00,372.857,0,28.56,-
53,"2021-04-11,14:30",28.20,59.80,-,2.50,63.624,0,28.62,-
53,"2021-04-11,15:15",28.80,58.50,-,5.00,371.071,0,28.93,-
53,"2021-04-11,15:30",29.00,58.80,-,2.50,371.071,0,28.93,-
53,"2021-04-11,16:30",28.40,60.90,-,0.00,371.111,0,28.87,-
53,"2021-04-11,17:30",25.70,68.80,-,0.00,372.92,0,28.50,-
53,"2021-04-11,18:15",-,-,-,0.00,372.952,0,28.12,-
53,"2021-04-11,19:15",-,-,-,0.00,372.952,0,27.43,-
53,"2021-04-11,20:15",-,-,-,2.50,372.952,0,26.81,-
53,"2021-04-11,21:15",-,-,-,0.00,372.952,0,26.37,-
53,"2021-04-11,21:45",-,-,-,0.00,372.952,0,26.12,-
53,"2021-04-11,22:15",-,-,-,0.00,372.952,0,26.00,-
53,"2021-04-11,23:15",-,-,-,0.00,372.952,0,25.68,-
53,"2021-04-12,00:15",-,-,-,0.00,372.952,0,25.50,-
53,"2021-04-12,00:45",-,-,-,0.00,372.952,0,25.37,-
53,"2021-04-12,01:15",-,-,-,0.00,374.69,0,25.31,-
53,"2021-04-12,02:15",-,-,-,0.00,372.952,0,25.06,-
53,"2021-04-12,03:15",-,-,-,0.00,374.69,0,25.00,-
53,"2021-04-12,04:15",-,-,-,2.50,372.952,0,24.81,-
53,"2021-04-12,05:15",-,-,-,0.00,372.952,0,24.56,-
53,"2021-04-12,07:45",-,-,-,0.00,372.952,0,24.25,-
53,"2021-04-12,08:15",21.50,82.80,-,0.00,372.952,0,24.25,-
53,"2021-04-12,09:15",24.00,75.90,-,2.50,374.69,0,24.43,-
53,"2021-04-12,10:15",26.70,71.40,-,0.00,372.92,0,24.87,-
53,"2021-04-12,11:15",26.60,65.30,-,2.50,372.92,0,25.56,-
53,"2021-04-12,12:15",27.80,63.70,-,7.50,372.92,0,26.87,-
53,"2021-04-12,13:15",28.80,58.30,-,7.50,372.889,0,28.31,-
53,"2021-04-12,14:15",27.40,65.30,-,5.00,372.889,0,29.25,-
53,"2021-04-12,15:15",28.70,60.90,-,2.50,371.111,0,29.50,-
53,"2021-04-12,15:30",28.70,61.50,-,2.50,372.857,0,29.50,-
53,"2021-04-12,16:15",26.60,65.10,-,0.00,372.92,0,29.37,-
53,"2021-04-12,16:30",26.70,65.80,-,5.00,372.92,0,29.37,-
53,"2021-04-12,17:15",25.50,68.50,-,5.00,374.69,0,29.00,-
53,"2021-04-12,18:15",-,-,-,0.00,372.952,0,28.25,-
53,"2021-04-12,18:30",-,-,-,0.00,372.952,0,28.18,-
53,"2021-04-12,19:15",-,-,-,0.00,372.952,0,27.62,-
53,"2021-04-12,19:30",-,-,-,5.00,57.241,0,27.62,-
53,"2021-04-12,20:15",-,-,-,2.50,372.952,0,27.06,-
53,"2021-04-12,21:15",-,-,-,0.00,372.952,0,26.62,-
53,"2021-04-12,22:15",-,-,-,0.00,372.952,0,26.18,-
53,"2021-04-12,22:30",-,-,-,2.50,372.952,0,26.18,-
53,"2021-04-12,23:15",-,-,-,0.00,372.952,0,25.93,-
53,"2021-04-13,00:15",-,-,-,0.00,372.952,0,25.68,-
53,"2021-04-13,01:15",-,-,-,0.00,372.952,0,25.50,-
53,"2021-04-13,02:15",-,-,-,0.00,-,0,25.37,-
53,"2021-04-13,03:15",-,-,-,0.00,372.952,0,20.43,-
53,"2021-04-13,04:15",-,-,-,2.50,372.952,0,20.75,-
53,"2021-04-13,05:15",-,-,-,2.50,374.69,0,20.87,-
53,"2021-04-13,06:15",-,-,-,0.00,374.69,0,20.87,-
53,"2021-04-13,07:15",-,-,-,0.00,372.92,0,21.00,-
53,"2021-04-13,08:15",-,-,-,0.00,372.92,0,21.00,-
53,"2021-04-13,09:15",-,-,-,0.00,374.69,0,21.25,-
53,"2021-04-13,10:15",18.70,98.20,-,2.50,374.69,0,21.56,-
53,"2021-04-13,11:15",20.80,84.50,-,0.00,374.69,0,22.12,-
53,"2021-04-13,13:15",24.10,73.00,-,0.00,372.92,0,24.18,-
53,"2021-04-13,13:30",23.80,73.90,-,0.00,374.69,0,24.37,-
53,"2021-04-13,14:30",25.00,66.90,-,0.00,372.889,0,25.37,-
53,"2021-04-13,15:15",24.40,72.50,-,0.00,372.92,0,25.93,-
53,"2021-04-13,16:15",24.90,68.10,-,0.00,371.15,0,26.25,-
53,"2021-04-13,17:15",24.20,68.80,-,0.00,372.92,0,26.37,-
53,"2021-04-13,18:15",-,-,-,0.00,372.92,0,26.06,-
53,"2021-04-13,19:15",-,-,-,0.00,372.952,0,25.50,-
53,"2021-04-13,20:15",-,-,-,0.00,372.952,0,25.00,-
53,"2021-04-13,21:15",-,-,-,0.00,372.952,0,24.50,-
53,"2021-04-13,22:15",-,-,-,0.00,372.952,0,24.12,-
53,"2021-04-13,23:15",-,-,-,0.00,372.952,0,23.87,-
53,"2021-04-13,23:45",-,-,-,0.00,372.952,0,23.68,-
53,"2021-04-14,00:15",-,-,-,0.00,374.69,0,23.56,-
53,"2021-04-14,01:15",-,-,-,0.00,372.952,0,23.31,-
53,"2021-04-14,02:15",-,-,-,0.00,374.69,0,23.18,-
53,"2021-04-14,03:15",-,-,-,0.00,374.69,0,23.00,-
53,"2021-04-14,04:15",-,-,-,0.00,372.952,0,22.81,-
53,"2021-04-14,05:15",-,-,-,0.00,374.69,0,22.68,-
53,"2021-04-14,06:15",-,-,-,0.00,372.952,0,22.56,-
53,"2021-04-14,07:15",-,-,-,0.00,372.952,0,22.50,-
53,"2021-04-14,08:15",-,-,-,0.00,372.952,0,22.50,-
53,"2021-04-14,08:30",20.70,88.60,-,0.00,372.952,0,22.62,-
53,"2021-04-14,08:45",20.80,88.70,-,0.00,372.952,0,22.62,-
53,"2021-04-14,09:15",22.40,85.40,-,0.00,372.952,0,22.81,-
53,"2021-04-14,10:30",25.70,72.80,-,0.00,374.69,0,23.56,-
53,"2021-04-14,10:45",25.60,72.70,-,0.00,372.92,0,23.62,-
53,"2021-04-14,11:15",27.50,65.10,-,0.00,372.92,0,24.37,-
53,"2021-04-14,11:30",27.70,66.60,-,0.00,372.92,0,24.37,-
53,"2021-04-14,12:15",29.20,61.90,-,0.00,372.92,0,25.93,-
53,"2021-04-14,12:30",29.80,62.30,-,0.00,371.15,0,25.93,-
53,"2021-04-14,13:15",29.10,57.50,-,0.00,371.111,0,27.06,-
53,"2021-04-14,13:30",28.80,59.70,-,0.00,371.111,0,27.06,-
53,"2021-04-14,14:15",26.50,69.50,-,0.00,371.15,0,28.12,-
53,"2021-04-14,14:30",26.40,68.80,-,0.00,372.92,0,28.12,-
53,"2021-04-14,15:15",27.40,63.30,-,0.00,371.15,0,28.25,-
53,"2021-04-14,15:30",26.90,64.60,-,0.00,372.92,0,28.25,-
53,"2021-04-14,16:15",25.90,67.80,-,0.00,82.422,0,27.87,-
53,"2021-04-14,17:30",-,-,-,0.00,371.15,0,27.18,-
53,"2021-04-14,18:15",-,-,-,0.00,374.444,0,26.68,-
53,"2021-04-14,18:30",-,-,-,0.00,372.627,0,26.56,-
53,"2021-04-14,19:15",-,-,-,0.00,374.69,0,26.12,-
53,"2021-04-14,19:30",-,-,-,0.00,372.952,0,26.12,-
53,"2021-04-14,20:15",-,-,-,0.00,372.952,0,25.68,-
53,"2021-04-14,20:30",-,-,-,0.00,372.952,0,25.62,-
53,"2021-04-14,21:15",-,-,-,0.00,372.952,0,25.31,-
53,"2021-04-14,21:30",-,-,-,0.00,372.952,0,25.31,-
53,"2021-04-14,22:15",-,-,-,0.00,372.952,0,25.06,-
53,"2021-04-14,22:30",-,-,-,0.00,374.69,0,25.00,-
53,"2021-04-14,23:15",-,-,-,0.00,374.69,0,24.75,-
53,"2021-04-14,23:30",-,-,-,0.00,86.207,0,24.68,-
53,"2021-04-15,00:15",-,-,-,0.00,372.952,0,24.50,-
53,"2021-04-15,00:30",-,-,-,0.00,372.952,0,24.43,-
53,"2021-04-15,00:45",-,-,-,0.00,372.952,0,24.31,-
53,"2021-04-15,01:00",-,-,-,0.00,372.952,0,24.31,-
53,"2021-04-15,02:15",-,-,-,0.00,374.69,0,24.00,-
53,"2021-04-15,02:45",-,-,-,0.00,372.952,0,23.87,-
53,"2021-04-15,03:00",-,-,-,0.00,374.69,0,23.87,-
53,"2021-04-15,03:15",-,-,-,0.00,374.69,0,23.81,-
53,"2021-04-15,03:30",-,-,-,0.00,374.69,0,23.81,-
53,"2021-04-15,04:15",-,-,-,0.00,374.69,0,23.68,-
53,"2021-04-15,04:30",-,-,-,0.00,374.69,0,23.68,-
53,"2021-04-15,05:15",-,-,-,0.00,374.69,0,23.62,-
53,"2021-04-15,05:30",-,-,-,0.00,374.69,0,23.56,-
53,"2021-04-15,08:15",24.90,80.90,-,0.00,372.952,0,23.37,-
53,"2021-04-15,09:15",25.50,76.50,-,0.00,374.69,0,23.62,-
53,"2021-04-15,10:15",26.10,72.30,-,0.00,372.92,0,24.18,-
53,"2021-04-15,11:15",27.90,67.30,-,0.00,372.889,0,25.12,-
53,"2021-04-15,12:30",27.70,63.70,-,2.50,372.92,0,26.50,-
53,"2021-04-15,13:15",28.30,62.80,-,0.00,372.889,0,27.25,-
53,"2021-04-15,14:15",27.30,63.70,-,10.00,372.889,0,28.18,-
53,"2021-04-15,14:30",28.80,64.40,-,7.50,372.889,0,28.18,-
53,"2021-04-15,15:45",26.20,66.10,-,2.50,372.92,0,28.12,-
53,"2021-04-15,16:15",25.10,69.90,-,0.00,374.69,0,28.06,-
53,"2021-04-15,17:15",-,-,-,0.00,372.952,0,27.50,-
53,"2021-04-15,18:15",-,-,-,0.00,372.952,0,26.87,-
53,"2021-04-15,19:15",-,-,-,0.00,372.952,0,26.37,-
53,"2021-04-15,20:30",-,-,-,0.00,372.952,0,25.75,-
53,"2021-04-15,20:45",-,-,-,0.00,372.952,0,25.68,-
53,"2021-04-15,21:30",-,-,-,0.00,372.952,0,25.37,-
53,"2021-04-15,21:45",-,-,-,0.00,372.952,0,25.37,-
53,"2021-04-15,22:30",-,-,-,0.00,372.952,0,25.06,-
53,"2021-04-15,22:45",-,-,-,0.00,372.952,0,25.06,-
53,"2021-04-15,23:15",-,-,-,0.00,372.952,0,24.93,-
53,"2021-04-16,00:15",-,-,-,0.00,372.952,0,24.75,-
53,"2021-04-16,01:15",-,-,-,0.00,374.69,0,24.56,-
53,"2021-04-16,02:30",-,-,-,0.00,372.952,0,24.43,-
53,"2021-04-16,02:45",-,-,-,0.00,372.952,0,24.43,-
53,"2021-04-16,04:30",-,-,-,0.00,372.952,0,24.06,-
53,"2021-04-16,04:45",-,-,-,0.00,372.952,0,24.06,-
53,"2021-04-16,05:15",-,-,-,0.00,372.952,0,24.00,-
53,"2021-04-16,06:30",-,-,-,0.00,374.69,0,23.75,-
53,"2021-04-16,06:45",-,-,-,0.00,374.69,0,23.75,-
53,"2021-04-16,07:30",-,-,-,0.00,372.952,0,23.68,-
53,"2021-04-16,07:45",-,-,-,0.00,372.952,0,23.68,-
53,"2021-04-16,08:00",23.60,89.10,-,0.00,372.952,0,23.68,-
53,"2021-04-16,08:15",24.70,83.30,-,0.00,372.952,0,23.68,-
53,"2021-04-16,08:30",24.60,82.00,-,0.00,372.952,0,23.68,-
53,"2021-04-16,09:15",26.60,78.20,-,0.00,374.69,0,24.00,-
53,"2021-04-16,09:45",27.10,74.40,-,0.00,372.92,0,24.25,-
53,"2021-04-16,10:15",28.70,67.40,-,0.00,372.92,0,24.68,-
53,"2021-04-16,10:30",27.10,69.30,-,2.50,372.92,0,24.68,-
53,"2021-04-16,11:15",27.10,67.20,-,0.00,372.92,0,25.56,-
53,"2021-04-16,11:30",27.10,67.50,-,0.00,374.69,0,25.56,-
53,"2021-04-16,12:15",24.40,85.00,-,0.00,374.69,0,25.81,-
53,"2021-04-16,13:15",-,-,-,2.50,372.952,0,25.68,-
53,"2021-04-16,13:30",-,-,-,0.00,372.952,0,25.62,-
53,"2021-04-16,14:15",-,-,-,0.00,372.952,0,25.18,-
53,"2021-04-16,14:30",-,-,-,0.00,372.952,0,25.18,-
53,"2021-04-16,14:45",20.50,91.10,-,0.00,372.952,0,25.06,-
53,"2021-04-16,15:15",22.30,85.80,-,0.00,372.952,0,25.00,-
53,"2021-04-16,16:15",24.60,79.80,-,0.00,374.69,,25.06,-
53,"2021-04-16,17:15",24.50,82.10,-,0.00,374.69,0,25.31,-
53,"2021-04-16,18:30",-,-,-,0.00,374.69,0,25.25,-
53,"2021-04-16,19:30",-,-,-,0.00,87.958,0,24.93,-
53,"2021-04-16,20:30",-,-,-,0.00,288.651,0,24.62,-
53,"2021-04-16,21:30",-,-,-,0.00,374.69,0,24.37,-
53,"2021-04-16,22:30",-,-,-,0.00,374.69,0,24.12,-
53,"2021-04-16,23:30",-,-,-,0.00,374.69,0,23.93,-
53,"2021-04-17,00:30",-,-,-,0.00,374.69,0,23.75,-
53,"2021-04-17,01:30",-,-,-,0.00,374.69,0,23.68,-
53,"2021-04-17,02:30",-,-,-,0.00,374.69,0,23.62,-
53,"2021-04-17,03:30",-,-,-,0.00,372.92,0,23.31,-
53,"2021-04-17,05:00",-,-,-,0.00,372.92,0,22.75,-
53,"2021-04-17,05:30",-,-,-,0.00,372.92,0,22.75,-
53,"2021-04-17,06:30",-,-,-,0.00,374.69,0,22.68,-
53,"2021-04-17,07:00",-,-,-,0.00,374.69,0,22.62,-
53,"2021-04-17,07:30",-,-,-,0.00,374.69,-,-,-
53,"2021-04-17,08:00",-,-,-,0.00,374.69,0,22.62,-
53,"2021-04-17,08:15",19.80,98.30,-,0.00,372.952,0,22.68,-
53,"2021-04-17,08:30",20.00,98.80,-,0.00,372.952,0,22.68,-
53,"2021-04-17,09:15",23.90,77.30,-,0.00,372.952,0,23.00,-
53,"2021-04-17,09:30",24.50,76.60,-,0.00,372.952,0,23.00,-
53,"2021-04-17,10:15",26.00,66.50,-,5.00,378.206,0,23.50,-
53,"2021-04-17,10:30",26.70,67.40,-,0.00,378.206,0,23.50,-
53,"2021-04-17,11:45",26.10,66.10,-,5.00,372.92,0,24.81,-
53,"2021-04-17,12:15",27.90,65.60,-,2.50,372.889,0,25.18,-
53,"2021-04-17,12:30",28.40,63.90,-,0.00,372.889,0,25.25,-
53,"2021-04-17,13:15",27.90,65.50,-,0.00,372.889,0,26.12,-
53,"2021-04-17,13:30",28.40,64.30,-,5.00,372.889,0,26.18,-
53,"2021-04-17,14:15",27.70,65.80,-,5.00,372.857,0,27.31,-
53,"2021-04-17,14:30",27.10,68.30,-,5.00,372.889,0,27.37,-
53,"2021-04-17,15:15",27.80,66.10,-,5.00,372.857,0,27.93,-
53,"2021-04-17,16:15",27.20,66.10,-,10.00,372.857,0,28.06,-
53,"2021-04-17,17:15",27.90,66.70,-,2.50,372.825,0,28.00,-
53,"2021-04-17,18:15",-,-,-,2.50,372.889,0,27.43,-
53,"2021-04-17,18:45",-,-,-,0.00,372.952,0,27.06,-
53,"2021-04-17,19:45",-,-,-,0.00,372.952,0,26.50,-
53,"2021-04-17,20:45",-,-,-,0.00,372.952,0,26.00,-
53,"2021-04-17,21:15",-,-,-,0.00,372.952,0,25.75,-
53,"2021-04-17,22:15",-,-,-,0.00,372.952,0,25.31,-
53,"2021-04-18,00:15",-,-,-,0.00,372.952,0,24.75,-
53,"2021-04-18,00:45",-,-,-,0.00,372.952,0,24.68,-
53,"2021-04-18,01:15",-,-,-,0.00,374.69,0,24.56,-
53,"2021-04-18,02:45",-,-,-,0.00,374.69,0,24.37,-
53,"2021-04-18,03:15",-,-,-,0.00,372.952,0,24.37,-
53,"2021-04-18,04:45",-,-,-,0.00,374.69,0,24.12,-
53,"2021-04-18,05:15",-,-,-,0.00,374.69,0,24.12,-
53,"2021-04-18,06:15",-,-,-,0.00,374.69,0,24.06,-
53,"2021-04-18,07:45",-,-,-,0.00,374.69,0,23.93,-
53,"2021-04-18,08:15",-,-,-,0.00,374.69,0,23.87,-
53,"2021-04-18,09:15",20.20,97.00,-,0.00,374.69,0,23.81,-
53,"2021-04-18,10:15",22.80,88.00,-,0.00,374.69,0,24.00,-
53,"2021-04-18,11:15",26.40,69.80,-,0.00,372.92,0,24.75,-
53,"2021-04-18,12:30",27.40,70.30,-,0.00,372.92,0,26.06,-
53,"2021-04-18,13:15",26.80,65.50,-,0.00,372.889,0,26.62,-
53,"2021-04-18,14:15",28.20,63.20,-,0.00,369.381,0,27.43,-
53,"2021-04-18,15:15",28.90,61.70,-,5.00,387.407,0,28.06,-
53,"2021-04-18,16:15",26.70,66.80,-,2.50,376.413,0,28.31,-
53,"2021-04-18,17:15",27.30,68.00,-,5.00,380.0,0,28.06,-
53,"2021-04-18,18:30",-,-,-,0.00,385.455,0,27.56,-
53,"2021-04-18,19:30",-,-,-,0.00,97.241,0,26.93,-
53,"2021-04-18,20:30",-,-,-,2.50,376.444,0,26.43,-
53,"2021-04-18,21:30",-,-,-,0.00,381.802,0,25.93,-
53,"2021-04-18,22:30",-,-,-,0.00,372.952,0,25.62,-
53,"2021-04-18,23:30",-,-,-,0.00,372.952,0,25.31,-
53,"2021-04-19,00:30",-,-,-,0.00,372.952,0,25.06,-
53,"2021-04-19,01:30",-,-,-,0.00,374.69,0,24.93,-
53,"2021-04-19,02:30",-,-,-,0.00,374.69,0,24.81,-
53,"2021-04-19,03:30",-,-,-,0.00,374.69,0,24.68,-
53,"2021-04-19,04:00",-,-,-,0.00,372.952,0,24.62,-
53,"2021-04-19,04:30",-,-,-,0.00,372.952,0,24.56,-
53,"2021-04-19,05:15",-,-,-,0.00,374.69,0,24.37,-
53,"2021-04-19,05:30",-,-,-,0.00,372.952,0,24.37,-
53,"2021-04-19,06:30",-,-,-,0.00,374.69,0,22.93,-
53,"2021-04-19,07:30",-,-,-,0.00,374.69,0,22.43,-
53,"2021-04-19,08:30",-,-,-,2.50,374.69,0,22.37,-
53,"2021-04-19,09:30",-,-,-,0.00,372.952,0,22.37,-
53,"2021-04-19,10:30",-,-,-,0.00,372.952,0,22.50,-
53,"2021-04-19,11:30",18.90,99.80,-,2.50,372.952,0,22.68,-
53,"2021-04-19,12:15",21.90,89.40,-,0.00,372.952,0,23.00,-
53,"2021-04-19,13:15",25.90,73.80,-,0.00,371.15,0,24.62,-
53,"2021-04-19,14:15",27.10,69.70,-,0.00,372.889,0,26.12,-
53,"2021-04-19,15:15",-,-,-,0.00,374.69,0,26.75,-
53,"2021-04-19,16:30",25.50,76.50,-,0.00,374.667,0,26.31,-
53,"2021-04-19,17:30",27.30,71.70,-,0.00,374.619,0,26.18,-
53,"2021-04-21,09:30",23.30,80.80,-,0.00,374.69,0,23.93,-
53,"2021-04-21,09:45",23.60,82.60,-,0.00,374.69,0,23.93,-
53,"2021-04-21,10:15",23.90,81.60,-,0,374.69,0,24.18,-
53,"2021-04-21,10:30",23.90,81.70,-,0,374.69,0,24.18,-
53,"2021-04-21,11:15",24.70,77.80,-,0,374.69,0,24.56,-
53,"2021-04-21,12:15",26.20,72.10,-,0,372.92,0,25.12,-
