STATIONID,DATETIME,AIRTEMP(T),RH,SOLAR,WINDSPEED,W.DIRECTION,RAIN,SOILTEMPERATURE(T1),PRESSURE
86,"2021-04-01,20:45",24.10,67.50,-,5.00,214.247,-,-,-
86,"2021-04-01,22:15",22.00,81.50,-,0.00,227.945,-,-,-
86,"2021-04-01,22:30",22.00,80.40,-,0.00,248.493,-,-,-
86,"2021-04-02,01:15",20.80,87.80,-,0.00,222.466,-,-,-
86,"2021-04-02,02:30",20.30,91.50,-,0.00,237.534,-,-,-
86,"2021-04-02,02:45",19.80,94.40,-,0.00,251.233,-,-,-
86,"2021-04-02,04:15",19.80,90.20,-,0.00,274.521,-,-,-
86,"2021-04-02,05:30",19.40,95.20,-,0.00,210.137,-,-,-
86,"2021-04-02,12:15",22.30,86.50,0.,0.00,-,-,-,-
86,"2021-04-02,13:30",26.80,66.10,0.013464,0.00,-,-,-,-
86,"2021-04-02,13:45",26.70,62.50,-0.030072,5.00,-,-,-,-
86,"2021-04-02,15:15",23.80,73.70,-,10.00,223.299,-,-,-
86,"2021-04-02,18:15",23.00,80.80,0.004000,0.00,-,-,-,-
86,"2021-04-02,19:15",22.30,86.20,-,0.00,190.959,-,-,-
86,"2021-04-02,19:30",22.10,86.60,-,0.00,177.26,-,-,-
86,"2021-04-02,20:45",21.20,90.00,-,0.00,119.726,-,-,-
86,"2021-04-02,21:00",21.10,90.00,-,0.00,127.945,-,-,-
86,"2021-04-02,22:15",20.40,91.60,-,5.00,119.726,-,-,-
86,"2021-04-02,22:30",20.30,91.60,-,5.00,114.247,-,-,-
86,"2021-04-03,01:15",19.40,92,-,0.00,141.644,-,-,-
86,"2021-04-03,01:30",19.40,92.30,-,0.00,106.027,-,-,-
86,"2021-04-03,12:15",30.00,53.70,-0.027536,0.00,106.389,-,-,-
86,"2021-04-03,13:30",18.40,97.10,-,15.00,232.055,-,-,-
86,"2021-04-03,13:45",19.20,98.30,-,20.00,232.055,-,-,-
86,"2021-04-03,16:15",19.50,96.30,0.002000,5.00,178.63,-,-,-
86,"2021-04-03,16:30",20.10,91.90,0.002000,10.00,177.26,-,-,-
86,"2021-04-03,17:45",21.80,84.70,0.002000,0.00,107.397,-,-,-
86,"2021-04-04,11:45",29.00,57.50,-0.014072,0.00,171.667,-,-,-
86,"2021-04-04,12:00",29.90,55.30,0.020464,7.50,96.667,-,-,-
86,"2021-04-04,13:15",27.50,58.10,-,15.00,301.379,-,-,-
86,"2021-04-04,14:45",25.20,67.10,-,35.00,39.107,-,-,-
86,"2021-04-04,15:00",24.70,68.20,-,17.50,39.107,-,-,-
86,"2021-04-04,16:15",20.90,91.40,-,10.00,108.767,-,-,-
86,"2021-04-04,16:30",20.90,91.70,0.006000,0.00,63.562,-,-,-
86,"2021-04-04,17:30",21.70,86.70,-,10.00,90.959,-,-,-
86,"2021-04-04,17:45",21.70,86.80,-,17.50,111.507,-,-,-
86,"2021-04-04,19:15",20.80,93.20,-,5.00,114.247,-,-,-
86,"2021-04-04,20:30",20.50,94.70,-,5.00,95.068,-,-,-
86,"2021-04-04,23:30",20.40,96.90,-,5.00,108.767,-,-,-
86,"2021-04-04,23:45",20.40,96.60,-,5.00,86.849,-,-,-
86,"2021-04-05,11:15",27.90,64.50,0.032464,0.00,96.263,-,-,-
86,"2021-04-05,12:30",30.30,52.40,-,22.50,77.222,-,-,-
86,"2021-04-05,13:45",31.10,49.90,-,15.00,182.076,-,-,-
86,"2021-04-05,15:15",25.60,67.70,0.008000,7.50,292.027,-,-,-
86,"2021-04-05,15:30",25.50,70.10,-,22.50,334.639,-,-,-
86,"2021-04-05,16:45",20.90,97.10,0.005000,0.00,138.904,-,-,-
86,"2021-04-05,17:00",20.90,96.50,0.005000,0.00,125.205,-,-,-
86,"2021-04-05,18:15",22.20,85.50,0.004000,0.00,149.863,-,-,-
86,"2021-04-05,18:30",22.30,85.90,0.003000,0.00,173.151,-,-,-
86,"2021-04-05,19:30",21.60,92.20,-,0.00,108.767,-,-,-
86,"2021-04-05,19:45",21.50,93.40,-,0.00,90.959,-,-,-
86,"2021-04-05,21:15",21.00,96.50,-,0.00,119.726,-,-,-
86,"2021-04-05,22:30",20.50,96.70,-,0.00,95.068,-,-,-
86,"2021-04-05,22:45",20.40,96.50,-,0.00,110.137,-,-,-
86,"2021-04-06,00:15",20.60,93.30,-,5.00,122.466,-,-,-
86,"2021-04-06,10:15",24.90,72.00,-,17.50,77.931,-,-,-
86,"2021-04-06,17:15",22.40,83.00,-,10.00,67.973,-,-,-
86,"2021-04-06,18:45",22.10,82.00,0.001000,0.00,187.56,-,-,-
86,"2021-04-06,20:15",21.40,89.60,-,0.00,219.726,-,-,-
86,"2021-04-06,21:30",20.10,91.00,-,0.00,322.466,-,-,-
86,"2021-04-06,21:45",19.90,92.60,-,0.00,297.808,-,-,-
86,"2021-04-06,22:00",19.80,94.90,-,0.00,264.932,-,-,-
86,"2021-04-07,00:30",19.40,97.10,-,0.00,155.342,-,-,-
86,"2021-04-07,00:45",19.40,96.90,-,0.00,155.342,-,-,-
86,"2021-04-07,02:15",19.10,98.80,-,0.00,132.055,-,-,-
86,"2021-04-07,06:15",0.00,-,-,0.00,171.724,-,-,-
86,"2021-04-07,09:30",24.70,70.00,-0.026536,7.50,80.69,-,-,-
86,"2021-04-07,09:45",24.60,70.80,-0.025536,7.50,98.621,-,-,-
86,"2021-04-07,14:45",18.80,-,0.002000,0.00,295.068,-,-,-
86,"2021-04-07,15:00",18.80,100.0,0.003000,0.00,289.589,-,-,-
86,"2021-04-08,10:30",28.10,58.80,-,35.00,78.27,-,-,-
86,"2021-04-08,10:45",27.70,55.40,-,15.00,110.104,-,-,-
86,"2021-04-08,12:15",29.50,56.00,-,22.50,81.038,-,-,-
86,"2021-04-08,12:30",30.00,53.60,-,37.50,46.436,-,-,-
86,"2021-04-08,13:45",29.50,52.40,-,20.00,125.833,-,-,-
86,"2021-04-08,14:00",30.40,53.70,0.019464,22.50,81.389,-,-,-
86,"2021-04-08,15:15",31.70,46.50,0.019464,7.50,85.556,-,-,-
86,"2021-04-08,16:30",31.70,43.10,-,12.50,155.0,-,-,-
86,"2021-04-08,16:45",31.20,44.80,-,15.00,123.056,-,-,-
86,"2021-04-08,18:15",25.80,66.50,0.002000,10.00,296.151,-,-,-
86,"2021-04-08,19:15",24.60,65.30,0.001000,0.00,265.911,-,-,-
86,"2021-04-08,19:30",24.70,63.60,0.001000,0.00,270.034,-,-,-
86,"2021-04-08,20:45",25.30,63.70,0.001000,0.00,3.368,-,-,-
86,"2021-04-08,21:00",25.80,61.30,-,0.00,272.784,-,-,-
86,"2021-04-08,22:15",23.90,70.30,0.001000,0.00,202.68,-,-,-
86,"2021-04-08,22:30",24.10,68.30,0.002000,5.00,242.543,-,-,-
86,"2021-04-09,01:15",21.60,80.60,-,0.00,125.205,-,-,-
86,"2021-04-09,01:30",21.80,80.50,-,0.00,125.205,-,-,-
86,"2021-04-09,02:30",21.80,80.20,-0.001000,0.00,33.425,-,-,-
86,"2021-04-09,02:45",22.40,77.40,0.002000,0.00,136.701,-,-,-
86,"2021-04-09,04:15",21.00,86.00,-,0.00,85.842,-,-,-
86,"2021-04-09,14:15",29.70,51.10,0.018000,0.00,123.056,-,-,-
86,"2021-04-09,14:30",29.50,51.70,0.020000,0.00,96.667,-,-,-
86,"2021-04-09,15:30",27.70,64.40,0.023000,0.00,283.448,-,-,-
86,"2021-04-09,15:45",29.20,58.70,-0.008536,7.50,216.678,-,-,-
86,"2021-04-09,16:00",29.60,58.70,-0.020536,0.00,244.36,-,-,-
86,"2021-04-09,17:15",19.00,93.00,0.001000,7.50,233.425,-,-,-
86,"2021-04-09,18:30",20.20,89.20,0.001000,0.00,264.932,-,-,-
86,"2021-04-09,18:45",20.10,89.00,0.001000,0.00,248.493,-,-,-
86,"2021-04-09,20:15",22.50,73.30,-,0.00,171.065,-,-,-
86,"2021-04-09,21:45",22.00,79.00,-,0.00,90.959,-,-,-
86,"2021-04-09,23:15",21.50,81.10,-,0.00,86.849,-,-,-
86,"2021-04-09,23:30",21.10,84.70,-,0.00,53.973,-,-,-
86,"2021-04-10,08:15",22.30,80.90,0.028000,10.00,124.828,-,-,-
86,"2021-04-10,09:30",23.70,73.50,-0.004536,12.50,105.517,-,-,-
86,"2021-04-10,15:15",31.40,47.30,-0.009536,7.50,96.667,-,-,-
86,"2021-04-10,17:15",27.00,56.30,-,22.50,105.517,-,-,-
86,"2021-04-10,18:30",22.60,70.80,0.003000,0.00,111.959,-,-,-
86,"2021-04-10,18:45",22.90,70.20,-,10.00,88.591,-,-,-
86,"2021-04-10,20:15",22.90,72.10,-,10.00,132.577,-,-,-
86,"2021-04-10,23:15",21.60,81.70,0.001000,0.00,247.123,-,-,-
86,"2021-04-11,00:30",21.00,85.90,-,0.00,245.753,-,-,-
86,"2021-04-11,00:45",20.90,86.10,-,0.00,245.753,-,-,-
86,"2021-04-11,02:15",20.60,85.70,0.002000,0.00,226.048,-,-,-
86,"2021-04-11,04:15",20.30,90.60,-,0.00,166.942,-,-,-
86,"2021-04-11,04:30",20.20,90.50,-,0.00,125.704,-,-,-
86,"2021-04-11,07:15",19.80,89.80,0.004000,0.00,171.065,-,-,-
86,"2021-04-11,08:30",23.00,76.10,0.022000,5.00,77.595,-,-,-
86,"2021-04-11,08:45",23.10,74.20,0.032000,5.00,94.089,-,-,-
86,"2021-04-11,10:00",24.50,73.90,0.013464,12.50,101.379,-,-,-
86,"2021-04-11,11:30",25.80,73.30,-,15.00,109.655,-,-,-
86,"2021-04-11,11:45",25.20,72.20,-0.023536,5.00,77.931,-,-,-
86,"2021-04-11,12:45",26.00,71.00,-0.017536,5.00,84.828,-,-,-
86,"2021-04-11,13:00",26.00,69.60,-,15.00,119.31,-,-,-
86,"2021-04-11,17:15",26.90,57.80,0.027000,0.00,113.793,-,-,-
86,"2021-04-11,17:30",28.00,56.40,-0.032536,0.00,115.172,-,-,-
86,"2021-04-11,18:30",26.00,60.10,0.003000,0.00,109.21,-,-,-
86,"2021-04-11,18:45",25.20,63.40,0.002000,0.00,114.708,-,-,-
86,"2021-04-11,19:00",25.10,63.20,0.001000,0.00,88.591,-,-,-
86,"2021-04-11,20:15",23.90,67.70,0.001000,0.00,155.945,-,-,-
86,"2021-04-11,21:30",22.60,80.80,0.001000,5.00,129.315,-,-,-
86,"2021-04-11,21:45",22.10,84.10,-,0.00,196.438,-,-,-
86,"2021-04-11,23:15",21.10,88.10,0.001000,0.00,121.096,-,-,-
86,"2021-04-12,00:30",19.90,93.30,-,0.00,167.671,-,-,-
86,"2021-04-12,00:45",19.90,93.60,0.001000,0.00,158.082,-,-,-
86,"2021-04-12,03:15",19.20,97.10,-,0.00,84.11,-,-,-
86,"2021-04-12,04:45",18.80,97.10,-,0.00,114.708,-,-,-
86,"2021-04-12,05:00",18.70,97.90,-,0.00,81.718,-,-,-
86,"2021-04-12,06:15",0.00,-,-,0.00,136.701,-,-,-
86,"2021-04-12,06:30",0.00,-,-,0.00,129.828,-,-,-
86,"2021-04-12,07:30",0.00,-,0.016000,5.00,101.918,-,-,-
86,"2021-04-12,07:45",0.00,-,0.019000,12.50,114.708,-,-,-
86,"2021-04-12,09:15",23.70,79.90,-,15.00,87.586,-,-,-
86,"2021-04-12,11:45",28.20,56.30,-,15.00,87.958,-,-,-
86,"2021-04-12,13:15",29.50,55.10,-,20.00,66.111,-,-,-
86,"2021-04-12,13:30",29.90,52.90,-0.010072,7.50,93.889,-,-,-
86,"2021-04-12,14:45",30.20,48.10,-0.022072,7.50,89.722,-,-,-
86,"2021-04-12,15:00",30.80,48.60,-,20.00,88.333,-,-,-
86,"2021-04-12,16:15",29.40,50.40,0.013000,7.50,46.436,-,-,-
86,"2021-04-12,17:30",22.60,82.30,0.006000,0.00,234.296,-,-,-
86,"2021-04-12,17:45",22.50,85.50,0.006000,10.00,248.493,-,-,-
86,"2021-04-12,19:15",22.20,85.20,-,0.00,-,-,-,-
86,"2021-04-12,20:30",22.80,77.90,-,0.00,263.162,-,-,-
86,"2021-04-12,20:45",22.70,77.80,-,0.00,268.66,-,-,-
86,"2021-04-12,22:15",21.40,88.40,-0.001000,0.00,318.144,-,-,-
86,"2021-04-12,23:30",20.90,94.20,-,0.00,290.653,-,-,-
86,"2021-04-12,23:45",20.90,94.40,-,0.00,330.515,-,-,-
86,"2021-04-13,02:30",20.00,99.10,-,0.00,263.162,-,-,-
86,"2021-04-13,03:45",19.80,-,0.001000,0.00,267.285,-,-,-
86,"2021-04-13,05:15",19.50,98.60,0.001000,0.00,209.553,-,-,-
86,"2021-04-13,05:30",19.50,98.90,-,0.00,166.942,-,-,-
86,"2021-04-13,06:45",19.30,98.70,0.001000,0.00,191.684,-,-,-
86,"2021-04-13,07:00",0.00,-,0.001000,0.00,169.691,-,-,-
86,"2021-04-13,08:15",0.00,-,0.007000,0.00,146.323,-,-,-
86,"2021-04-13,13:15",27.10,61.60,-0.017536,0.00,104.138,-,-,-
86,"2021-04-13,13:30",28.70,60.50,-0.004536,7.50,74.118,-,-,-
86,"2021-04-13,14:45",29.20,51.60,-0.021072,0.00,145.278,-,-,-
86,"2021-04-13,15:00",29.10,52.60,-0.021072,15.00,148.056,-,-,-
86,"2021-04-13,16:15",23.60,71.00,-,10.00,331.724,-,-,-
86,"2021-04-13,17:30",23.20,69.50,0.011000,5.00,249.416,-,-,-
86,"2021-04-13,17:45",23.40,66.70,0.010000,0.00,322.268,-,-,-
86,"2021-04-13,19:15",22.20,77.00,-,0.00,52.603,-,-,-
86,"2021-04-13,20:30",22.70,76.40,-,0.00,197.182,-,-,-
86,"2021-04-13,23:15",20.10,92.10,0.001000,0.00,253.973,-,-,-
86,"2021-04-13,23:30",20.10,92.10,0.002000,0.00,289.589,-,-,-
86,"2021-04-14,00:45",19.70,92.00,0.001000,0.00,151.233,-,-,-
86,"2021-04-14,01:00",19.40,93.00,0.001000,0.00,136.164,-,-,-
86,"2021-04-14,03:45",18.60,96.30,-,0.00,143.014,-,-,-
86,"2021-04-14,04:00",18.50,96.40,-0.002000,0.00,121.096,-,-,-
86,"2021-04-14,05:15",19.20,93.30,0.002000,0.00,125.704,-,-,-
86,"2021-04-14,05:30",19.00,94.70,0.002000,0.00,139.45,-,-,-
86,"2021-04-14,06:30",0.00,-,-,0.00,125.704,-,-,-
86,"2021-04-14,06:45",0.00,-,0.001000,0.00,121.581,-,-,-
86,"2021-04-14,07:00",0.00,-,0.001000,0.00,146.323,-,-,-
86,"2021-04-14,09:30",24.70,73.90,0.005464,5.00,112.414,-,-,-
86,"2021-04-14,09:45",25.50,73.70,-,15.00,110.104,-,-,-
86,"2021-04-14,12:30",29.50,57.60,-,12.50,136.401,-,-,-
86,"2021-04-14,13:45",30.70,47.80,0.020000,5.00,184.167,-,-,-
86,"2021-04-14,14:00",29.40,51.00,0.014464,7.50,78.611,-,-,-
86,"2021-04-14,15:15",23.80,68.80,-,10.00,294.777,-,-,-
86,"2021-04-14,15:30",23.50,67.90,-,15.00,319.519,-,-,-
86,"2021-04-14,16:45",18.30,-,0.002000,5.00,299.178,-,-,-
86,"2021-04-14,18:15",20.50,91.70,0.001000,0.00,111.507,-,-,-
86,"2021-04-14,18:30",20.40,89.50,0.001000,0.00,114.247,-,-,-
86,"2021-04-14,21:15",22.60,78.80,-,0.00,100.962,-,-,-
86,"2021-04-14,23:45",21.80,82.10,-,0.00,142.199,-,-,-
86,"2021-04-15,01:15",21.00,82.20,-,0.00,195.808,-,-,-
86,"2021-04-15,01:30",20.90,81.20,-,0.00,195.808,-,-,-
86,"2021-04-15,02:45",21.30,79.30,-,0.00,186.186,-,-,-
86,"2021-04-15,03:00",21.30,79.00,-,0.00,186.186,-,-,-
86,"2021-04-15,05:30",20.70,85.60,-,0.00,149.655,-,-,-
86,"2021-04-15,05:45",20.70,85.30,-,5.00,91.34,-,-,-
86,"2021-04-15,07:15",0.00,-,0.003000,5.00,100.0,-,-,-
86,"2021-04-15,08:15",21.40,87.60,0.013000,7.50,59.725,-,-,-
86,"2021-04-15,08:30",22.80,85.60,-0.013536,2.50,80.69,-,-,-
86,"2021-04-15,08:45",22.80,82.90,-,12.50,91.724,-,-,-
86,"2021-04-15,09:45",24.50,75.40,0.003464,2.50,65.517,-,-,-
86,"2021-04-15,10:00",25.30,75.10,0.005464,5.00,111.034,-,-,-
86,"2021-04-15,11:15",27.50,,-0.029072,5.00,129.481,-,-,-
86,"2021-04-15,12:45",29.90,52.60,-0.019072,5.00,85.19,-,-,-
86,"2021-04-15,13:00",29.20,51.90,0.010464,15.00,74.118,-,-,-
86,"2021-04-15,14:15",29.40,51.30,0.032000,0.00,111.944,-,-,-
86,"2021-04-15,14:30",30.80,49.10,-0.018072,20.00,60.277,-,-,-
86,"2021-04-15,15:45",28.90,53.50,-0.032536,7.50,-,-,-,-
86,"2021-04-15,16:00",29.10,53.90,-0.031536,0.00,328.966,-,-,-
86,"2021-04-15,17:15",30.00,51.50,-0.031536,0.00,33.979,-,-,-
86,"2021-04-15,18:30",25.80,62.50,0.005000,0.00,66.598,-,-,-
86,"2021-04-15,18:45",25.20,60.90,0.002000,10.00,72.096,-,-,-
86,"2021-04-15,21:30",21.80,80.70,-,0.00,52.603,-,-,-
86,"2021-04-15,21:45",21.90,78.20,-,0.00,52.852,-,-,-
86,"2021-04-16,00:15",20.80,86.20,-,0.00,322.466,-,-,-
86,"2021-04-16,00:30",19.90,93.50,-,0.00,73.151,-,-,-
86,"2021-04-16,00:45",19.80,93.60,-,0.00,37.534,-,-,-
86,"2021-04-16,01:45",20.70,86.00,-,0.00,180.687,-,-,-
86,"2021-04-16,04:45",20.30,83.10,-,5.00,142.199,-,-,-
86,"2021-04-16,05:00",20.20,84.60,-,0.00,149.072,-,-,-
86,"2021-04-16,06:15",19.90,87.40,-,5.00,105.086,-,-,-
86,"2021-04-16,06:30",19.90,87.10,-,15.00,113.333,-,-,-
86,"2021-04-16,07:30",20.90,87.70,0.011000,0.00,61.1,-,-,-
86,"2021-04-16,07:45",21.70,85.20,0.019000,5.00,77.595,-,-,-
86,"2021-04-16,08:00",21.80,85.50,0.019000,5.00,117.457,-,-,-
86,"2021-04-16,09:15",24.40,78.50,-0.002536,0.00,94.483,-,-,-
86,"2021-04-16,13:15",30.70,50.30,-,15.00,92.111,-,-,-
86,"2021-04-16,13:30",29.40,52.00,0.018464,5.00,51.972,-,-,-
86,"2021-04-16,14:45",30.10,50.30,-0.020536,5.00,43.668,-,-,-
86,"2021-04-16,16:15",26.10,72.90,-0.031536,5.00,280.69,-,-,-
86,"2021-04-16,16:30",26.10,70.90,0.032000,5.00,283.448,-,-,-
86,"2021-04-16,17:30",0.00,69.70,0.013000,0.00,282.405,-,-,-
86,"2021-04-16,17:45",26.20,70.30,0.014000,0.00,220.55,-,-,-
86,"2021-04-16,19:15",23.80,86.10,-,0.00,272.784,-,-,-
86,"2021-04-16,21:45",21.90,91.80,-,0.00,90.959,-,-,-
86,"2021-04-16,22:00",22.10,90.90,-,2.50,151.233,-,-,-
86,"2021-04-16,23:15",21.80,83.00,-0.002000,0.00,169.041,-,-,-
86,"2021-04-16,23:30",21.60,83.00,0.001000,0.00,116.986,-,-,-
86,"2021-04-17,00:45",22.10,77.50,-0.002000,5.00,92.715,-,-,-
86,"2021-04-17,01:00",22.20,77.00,0.001000,5.00,131.203,-,-,-
86,"2021-04-17,02:15",20.00,89.80,-,0.00,116.986,-,-,-
86,"2021-04-17,02:30",19.80,90.70,-,0.00,99.178,-,-,-
86,"2021-04-17,05:15",20.30,82.80,0.001000,0.00,114.708,-,-,-
86,"2021-04-17,06:30",20.20,86.20,0.001000,0.00,139.45,-,-,-
86,"2021-04-17,06:45",19.70,89.30,0.001000,0.00,162.818,-,-,-
86,"2021-04-17,09:30",25.20,77.40,0.002464,5.00,106.897,-,-,-
86,"2021-04-17,10:45",27.40,66.70,-0.016536,5.00,96.667,-,-,-
86,"2021-04-17,11:00",27.40,65.70,-0.011072,10.00,101.799,-,-,-
86,"2021-04-17,12:15",29.90,55.30,-0.005072,7.50,53.611,-,-,-
86,"2021-04-17,12:30",30.10,58.80,-0.005072,5.00,110.556,-,-,-
86,"2021-04-17,13:45",30.40,55.50,-0.031536,15.00,119.792,-,-,-
86,"2021-04-17,14:00",30.40,52.30,-0.008536,0.00,92.5,-,-,-
86,"2021-04-17,18:15",21.00,83.80,0.001000,0.00,143.014,-,-,-
86,"2021-04-17,19:15",20.50,87.00,0.001000,0.00,90.959,-,-,-
86,"2021-04-17,19:30",,86.30,-0.001000,0.00,111.507,-,-,-
86,"2021-04-17,20:45",21.10,79.10,-,5.00,117.457,-,-,-
86,"2021-04-17,21:00",21.70,75.40,-,5.00,107.397,-,-,-
86,"2021-04-17,22:15",22.20,74.40,-,0.00,105.086,-,-,-
86,"2021-04-17,23:45",21.10,79.70,-,17.50,107.835,-,-,-
86,"2021-04-18,01:15",20.70,82.70,-,5.00,120.206,-,-,-
86,"2021-04-18,01:30",20.70,82.70,-,5.00,107.835,-,-,-
86,"2021-04-18,02:30",19.90,88.80,-,17.50,153.196,-,-,-
86,"2021-04-18,02:45",19.50,91.70,-,10.00,136.701,-,-,-
86,"2021-04-18,03:00",0.00,91.70,-,10.00,98.213,-,-,-
86,"2021-04-18,04:15",18.80,95.90,-,0.00,95.464,-,-,-
86,"2021-04-18,11:30",28.80,55.50,-,15.00,75.502,-,-,-
86,"2021-04-18,11:45",28.80,55.80,-,10.00,78.611,-,-,-
86,"2021-04-18,14:30",31.10,48.60,-,20.00,81.389,-,-,-
86,"2021-04-18,15:45",31.80,43.50,0.014464,7.50,120.278,-,-,-
86,"2021-04-18,16:00",32.70,43.40,-,15.00,-,-,-,-
86,"2021-04-18,17:15",27.40,60.30,0.005000,0.00,279.31,-,-,-
86,"2021-04-18,17:30",27.20,63.60,0.008000,0.00,263.162,-,-,-
86,"2021-04-18,18:45",25.80,71.80,0.001000,0.00,87.216,-,-,-
86,"2021-04-18,19:00",25.30,73.80,0.001000,0.00,179.313,-,-,-
86,"2021-04-18,20:15",22.60,83.80,-,0.00,75.89,-,-,-
86,"2021-04-18,20:30",22.30,84.40,-,0.00,69.041,-,-,-
86,"2021-04-18,21:45",22.10,86.50,-0.002000,0.00,162.192,-,-,-
86,"2021-04-18,22:00",21.90,88.00,-,0.00,156.712,-,-,-
86,"2021-04-19,00:30",20.80,90.90,-,0.00,122.955,-,-,-
86,"2021-04-19,00:45",20.50,92.20,-,5.00,112.877,-,-,-
86,"2021-04-19,05:15",19.90,90.40,-,5.00,95.464,-,-,-
86,"2021-04-19,07:45",21.80,81.40,-,10.00,91.34,-,-,-
86,"2021-04-19,08:00",22.30,78.80,-,12.50,143.574,-,-,-
86,"2021-04-19,09:15",25.40,68.70,-,12.50,113.793,-,-,-
86,"2021-04-19,09:30",25.80,66.10,-,22.50,112.414,-,-,-
86,"2021-04-19,12:15",30.10,50.30,-0.014072,30.00,92.5,-,-,-
86,"2021-04-19,12:30",30.30,50.00,0.000928,5.00,124.444,-,-,-
86,"2021-04-21,14:45",20.60,89.00,-,10.00,303.288,-,-,-
86,"2021-04-21,15:00",20.70,89.90,0.006000,0.00,310.137,-,-,-
86,"2021-04-21,16:15",21.40,89.40,0.009000,0.00,111.507,-,-,-
86,"2021-04-21,16:30",21.50,89.50,0.011000,0.00,107.397,-,-,-
86,"2021-04-21,17:30",22.80,90.40,0.012000,0.00,286.529,-,-,-
86,"2021-04-21,17:45",23.00,87.30,0.011000,0.00,289.278,-,-,-
86,"2021-04-21,19:15",22.10,95.40,-,0.00,118.356,-,-,-
86,"2021-04-21,20:30",21.70,91.50,-,5.00,140.825,-,-,-
86,"2021-04-21,20:45",21.60,92.90,-,5.00,134.795,-,-,-
86,"2021-04-21,21:45",21.30,94.20,-,5.00,126.575,-,-,-
86,"2021-04-21,22:00",21.20,94.70,-,2.50,140.274,-,-,-
86,"2021-04-22,09:30",26.20,70.40,0.009464,5.00,67.197,-,-,-
86,"2021-04-22,09:45",25.90,68.30,0.008464,5.00,93.495,-,-,-
86,"2021-04-22,11:30",25.70,69.50,0.022000,5.00,122.069,-,-,-
86,"2021-04-22,11:45",25.70,69.00,-0.018536,5.00,93.103,-,-,-
86,"2021-04-22,16:15",-,-,0.005000,10.00,107.397,-,-,-
86,"2021-04-22,16:30",-,-,0.006000,5.00,73.151,-,-,-
